,Date,User,Tweet
69,2015-04-29 08:27:45+00:00,kr_singh2010,"#MakeInIndia The @narendramodi make in india, industrial corridors plan cannot be put in place without land bill."
70,2015-04-29 08:27:43+00:00,Pramit_Ranjan,"There is a diff between #MakeInIndia and Made In India , and one does'nt need rocket science knowledge to understand that #Pappu ji :D"
71,2015-04-29 08:26:38+00:00,kr_singh2010,"#MakeInIndia Use National Skill Dev C to focus on the farmer. He can be the biggest contributor to ""Make In India"", if he has the work ethic"
72,2015-04-29 08:25:41+00:00,palasnier,The website of Abhind Musics will be available soon. Stay tuned for info &amp; to have full access to the laboratory! #MakeInIndia #musicprod
73,2015-04-29 08:25:06+00:00,satishdmore,If 2mths at Bangkok gives speech to #RaGa he shd spend 6mths in Tibet to get some common sense! #MakeInIndia @BJP4India
74,2015-04-29 08:19:35+00:00,the_cricketer21,"100 smart cities.
Where you can Find thousands fools like O P dhankar.

#MakeInIndia  #IStandWithSonuNigam"
75,2015-04-29 08:19:04+00:00,Koastalfire,"Rahul Gandhi should understand #makeinindia is for everyone,  it's obvious that an imported stuff is not happy with it. #RGCornersGovt"
76,2015-04-29 08:17:48+00:00,Avyaktindia,#Modi Led NDA Govt Helping Farmers more than your's  #MakeInIndia
77,2015-04-29 08:11:17+00:00,Agendaless,"#ShamelessCongress #RahulTatkalPolitics #RahulReturns 

Do the 'Made In Italy' products have the right to question #MakeInIndia? 

@timesnow"
78,2015-04-29 08:08:25+00:00,rajesh_ve,"#MakeInIndia  Come on let's come out from petty politics, lets accept that what congress not able to do in last 50 year MODI is doing it"
79,2015-04-29 08:08:01+00:00,masoomvyas,"So our Pappu taking a jibe at #MakeInIndia and @narendramodi ji !!! RT If you are waiting for the pm's sharp reply to RG
#RGcornersGovt"
80,2015-04-29 08:06:01+00:00,UKIBC,"#InsightIndia 3rd largest producer of agro-chemicals &amp;
6th largest producer of chemicals in the world #MakeInIndia"
81,2015-04-29 08:05:51+00:00,KarKePehno,"Instead of aiming on different govts &amp; mocking Make In India, you should work &amp; make your govt stand out right?
#MakeInIndia #RahulGandhi"
82,2015-04-29 08:02:04+00:00,saikscore,"#RahulGandhi on the #MakeInIndia debate!! :D He is either the #Batman of India or #JonSnow of India. 
You know nothing #RahulGandhi"
83,2015-04-29 08:01:36+00:00,NijVaani2019,Earlier Britons ruled us now by RahulGandhi with ur aid Chinese will. #MakeInIndia
84,2015-04-29 07:59:27+00:00,R4CH1T,#MakeInIndia Don't think transactional but about creating value while meeting others...@R4CH1T
85,2015-04-29 07:59:00+00:00,pandeyjiki_suno,can you think RG is talking about 'Make In India' ....................pappu ke dimag v hai..................#MakeInIndia
86,2015-04-29 07:49:24+00:00,nitzien,Rahul G should not question #MakeInIndia. He could not even had his vacation (meditation) made in India.
87,2015-04-29 07:49:22+00:00,mananlunia,"Modi says Make in India, and when AAP minister makes his own degree, there is outrage. What hypocrisy.#MakeInIndia #AAP #BJP @narendramodi"
88,2015-04-29 07:44:46+00:00,Jayant47Patel,#Pappu is being idiotic again he has not understood #MakeInIndia &amp; tries to undermine India's efforts to create jobs for the youth
89,2015-04-29 07:44:17+00:00,ClownPrinceG,"If there is a very strong argument against #MakeInIndia, it is Rahul Gandhi himself."
90,2015-04-29 07:43:29+00:00,Abhijeet783,"#RahulGandhi returning from a vacation talking 2 much about #MakeInIndia
I'm sure he was following #Modi &amp; is inspired by his concept ;) :P"
91,2015-04-29 07:40:43+00:00,1kTp8dUGK6VIMXh,"#AAP Minister Makes his own Degree..
Is that a Step Towards #MakeInIndia ?? Lol"
92,2015-04-29 07:40:00+00:00,BenittaJacob,#MakeInIndia already turning into #FakeInIndia
93,2015-04-29 07:39:08+00:00,anuj_always,is RaGa #MakeInIndia ? hope not #Fail #PuppetPappu
94,2015-04-29 07:32:11+00:00,TyrionSinister,"Only 10% people dependent directly on farming.
GOI must declare correct census. 400million youth r in search of jobs. We need #makeinindia"
95,2015-04-29 07:28:47+00:00,souravsen79,Rahul Gandhi - are farmers not part of Government's #MakeInIndia plan?
96,2015-04-29 07:26:33+00:00,SRGanguli1,Rahul Gandhi's perception of #MakeInIndia: Doesn't Kisan grow crops in India? Today's topic was attack #MakeInIndia. Sharma did it RS.
97,2015-04-29 07:24:27+00:00,Shaillytweeting,"Pratibha Singh, #IP thinktank member:#MakeInIndia possible by use of Voluntary Licensing. Platform for getting VLs is next need of the hour"
98,2015-04-29 07:21:47+00:00,vikash_singh5,"Those who have destroyed India ,a suggestion for them would be not to morally comment on #MakeInIndia"
99,2015-04-29 07:19:00+00:00,urjaking,on one side government is campaigning  #MakeInIndia  &amp; on other side its policies are killing small industries
100,2015-04-29 07:18:15+00:00,Shaillytweeting,At FICCI mtg .speakers stressed on commercialisation of #IPR . this could be a backdoor entry for Bayh Dole  in India #MakeInIndia
101,2015-04-29 07:07:06+00:00,NewsJ1964,"#RahulGandhi will claim due to plate shifting India is losing land everyday, so #Modi wants farm land for #MakeInIndia #LandAquisitionBill"
102,2015-04-29 07:03:52+00:00,abhay_vk,"Now RahulG takes #MakeInIndia to a different level, says farmers also part of it. This guy is simply brilliant. Move over #Modi"
103,2015-04-29 07:00:23+00:00,IYC,"Farmers are also part of #MakeInIndia 

#RGCornersGovt"
104,2015-04-29 06:59:36+00:00,jobinindia,#RahulGandhi says that farmers contribution in #MakeInIndia significant and ignored by #BJP in parliament.
105,2015-04-29 06:59:15+00:00,seemi_pasha,Rahul Gandhi turns the tables on Modi's #MakeInIndia Asks if farmers are not 'making for India'...contributing to the economy #FarmerSuicide
106,2015-04-29 06:57:51+00:00,KumarSaggi,"#MakeInIndia This should be constantly pursued as regular  campaign in print media, TV, in the Annual Reports of Corporates. Etc. My views."
107,2015-04-29 06:54:56+00:00,socialraj84,#MakeInIndia Punjab govt was not on vacation??? Then what was it doing all this to me???
108,2015-04-29 06:53:35+00:00,vinodh2003,#MakeInIndia PM fail to develop india by using our all resources but he thinking only to use man source. Other sources frm foreign countr
109,2015-04-29 06:51:20+00:00,IndiaTodayFLASH,Rahul Gandhi: Are farmers not part of the government's #MakeInIndia plan?
110,2015-04-29 06:49:29+00:00,vidya7281,"Are farmers not part of the govt's #MakeInIndia plan, asks Rahul Gandhi !"
111,2015-04-29 06:49:16+00:00,nanditathhakur,"Moron Rahul There are youths out there who are not farmers , has no land but need jobs, #MakeInIndia is the only solution"
112,2015-04-29 06:46:26+00:00,ETPolitics,'Your' PM promotes #MakeInIndia. Does the farmer not Make in India?: Rahul Gandhi in #LokSabha
113,2015-04-29 06:46:05+00:00,purushueme,"#MAKE IN INDIA : Indigenous Cryogenic Engine successfuly tested by #ISRO scintist, a proud accomplishment.
#MakeInIndia"
114,2015-04-29 06:24:39+00:00,sushantgujar,After 65 yrs.. finally...someone gives importance to East part of INDIA  #Bharat Mala #DreamProject #MakeInIndia
115,2015-04-29 06:10:53+00:00,Neera_26,"Diyer Pappu why say #MakeInIndia,#LAB,#SwachhBharat r bad..just say growth is anti-India as it makes ur family #povertyScavengers redundant!"
116,2015-04-29 06:08:23+00:00,ClasslessIndian,Rahul Gandhi has too much expectation from PM Modi . Wants progress in a year from the state of affairs of 60 yrs . #MakeInIndia
117,2015-04-29 06:01:49+00:00,TheVivekSharma,"Seems AAP's Law Minister took #MakeInIndia motto a bit seriously thus, he created his fake degree from IIN Bihar #FraudAAP"
118,2015-04-29 05:53:54+00:00,ram_jalan,The latent talent of we #Indians. We might not b good at creating ... But we r very good at remaking #MakeInIndia @PMOIndia
119,2015-04-29 05:48:37+00:00,harshitapreetam,Prospects of growth of manufacturing sector. #Microsoft might start manufacturing in India #MakeInIndia
120,2015-04-29 05:40:19+00:00,sharsanj,#AAP law minister degree #MakeInIndia
