,Date,User,Tweet
133,2015-03-16 12:38:03+00:00,nishchintsharma,"What's ur Swachh style
A- I dont like dirt, I throw away dirty things
B- I dont like dirt, I clean my surrounding
@swachhindia #Swachhbharat"
134,2015-03-16 11:40:16+00:00,UJosho,"Foundation has been laid.Yesterday,#Mumbai witnessed #SwachhBharat campaign going to new heights.Young enthusiasts launched Anti Spit drive."
135,2015-03-16 08:15:35+00:00,Nishthag,"If #Modi cleans corruption from his Government, #India would not need to pay additional 1% service tax to fund #swachhbharat. @narendramodi"
136,2015-03-16 03:48:12+00:00,DetectiveBakshi,I strongly condemned the reduction of holiday on Gandhi Jayanti. I have to clean latrines myself. #SwachhBharat
137,2015-03-16 02:08:55+00:00,actindia,Countryside littered with unused Nehru-Indira-Rajiv schemes of homes. Wasted homes aid #CleanIndia #SwachhBharat public use them as toilets.
138,2015-03-15 19:38:17+00:00,Bharatheeraj,"If political parties are truly interested in service, they should help govt in implementing schemes like #SwachhBharat and #CleanGanga"
139,2015-03-15 19:36:10+00:00,Bharatheeraj,Places like #Rishikesh #Kanyakumari are clean bcos ppl there know cleanliness brings in more tourists. #SwachhBharat #India
140,2015-03-15 19:32:38+00:00,Bharatheeraj,People need to be educated on how #CleanIndia can help India's economy &amp; individual's well-being. Only then we can accomplish #SwachhBharat
141,2015-03-15 15:18:38+00:00,k_ra_mr,"Please let's have #SwachhBharat in Puri Temple, a temple you visited during your national campaign @narendramodi . It is in dire need."
142,2015-03-15 13:13:46+00:00,suyashgupta,"Can't our nation work on a #SwachhBharat Policy document as road map to fully cover all forms of water, #airpollution also? @narendramodi"
143,2015-03-15 12:22:29+00:00,Gurubhat_,Juhi beach; massive crowds; but absolutely not a single dust bin! People compelled to throw it on the beach. What a #SwachhBharat governance
144,2015-03-15 11:22:21+00:00,msiroya,"After launch of #SwachhBharat mission, ads of paan masalas have increased on TVCs. #irony"
145,2015-03-15 11:07:18+00:00,ThatsD4U,Now there will b all #SwachhBharat on Gandhi Jayanti just like #Goa Wondering which day's next on d list 2 take up d broom #HolidayPolitics
146,2015-03-15 04:58:20+00:00,masala_chaii,Visited Delhi railway station. So clean and well managed. #SwachhBharat
147,2015-03-15 03:57:35+00:00,UJosho,"The day has arrived! Today onward,Not with Insult but with #Respect we all are bringing change to take #SwachhBharat campaign to Next Level."
148,2015-03-14 17:06:25+00:00,temsutulaimsong,&amp; last bt nt the least #MissionPrabhughat s also going 2 tell people how they can b a part of @narendramodi Ji's VISION of #SwachhBharat 6/6
149,2015-03-14 15:47:00+00:00,ormiga,#bombay roads FULL of #dogs POOP humans poop=why should #mumbai pay EXTRA 2% #swachhbharat tax @narendramodi @arunjaitley @Dev_Fadnavis
150,2015-03-14 14:12:00+00:00,Chandrashekardp,2.75 crore is the estimated number of people impacted as part of the Yi Outreach #SwachhBharat project envisaged for this 2015 @yi_hyderabad
151,2015-03-14 12:55:02+00:00,chandu532,"PMOIndia we are invited to showcase &amp; talk about #SwachhBharat App CollisionHQ - Can you fund our trip :) ? 

cc: narendramodi"
152,2015-03-14 12:50:09+00:00,Bharatheeraj,The role of municipal bodies are important in solid waste management and clearing garbage. #SwachhBharat
153,2015-03-14 10:30:04+00:00,gailindia,#SwachhBharat is the biggest gift we can give to the coming generations. Can we make it happen?
154,2015-03-14 09:44:57+00:00,tanvi_madan,Lajpat Nagar has clearly not discovered #SwachhBharat yet
